point_id,polygon_id,class,di_t+0,di_t+1,di_t+10,di_t+11,di_t+12,di_t+14,di_t+15,di_t+16,di_t+17,di_t+18,di_t+19,di_t+2,di_t+20,di_t+21,di_t+22,di_t+23,di_t+24,di_t+25,di_t+26,di_t+3,di_t+4,di_t+5,di_t+6,di_t+7,di_t+8,di_t+9,di_t-1,di_t-10,di_t-11,di_t-12,di_t-13,di_t-14,di_t-15,di_t-16,di_t-17,di_t-18,di_t-19,di_t-2,di_t-20,di_t-21,di_t-22,di_t-23,di_t-24,di_t-25,di_t-27,di_t-28,di_t-29,di_t-3,di_t-30,di_t-31,di_t-32,di_t-33,di_t-34,di_t-35,di_t-36,di_t-37,di_t-38,di_t-39,di_t-4,di_t-40,di_t-41,di_t-42,di_t-43,di_t-44,di_t-45,di_t-46,di_t-47,di_t-48,di_t-49,di_t-5,di_t-50,di_t-51,di_t-52,di_t-6,di_t-7,di_t-8,di_t-9,FCC_Date,Flight_Date
0,1,2,,2.0,4.0,,4.0,4.0,,4.0,,,4.0,,,4.0,,4.0,,4.0,,2.0,,,3.0,,4.0,,1.0,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,1.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,1.0,,0.0,,,1.0,,,2023-10-01,2023-08-19
1,1,2,,2.0,4.0,,4.0,4.0,,4.0,,,4.0,,,4.0,,4.0,,4.0,,3.0,,,4.0,,4.0,,1.0,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,1.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,1.0,,0.0,,,1.0,,,2023-10-01,2023-08-19
2,1,2,,3.0,5.0,,5.0,5.0,,5.0,,,5.0,,,5.0,,5.0,,5.0,,3.0,,,4.0,,5.0,,2.0,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,2.0,,1.0,,,1.0,,,2023-09-15,2023-08-19
3,1,2,,1.0,3.0,,3.0,3.0,,3.0,,,3.0,,,3.0,,4.0,,4.0,,2.0,,,2.0,,2.0,,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,1.0,0.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2024-01-01,2023-08-19
4,1,2,,3.0,5.0,,5.0,5.0,,5.0,,,5.0,,,5.0,,5.0,,5.0,,3.0,,,4.0,,5.0,,2.0,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,0.0,0.0,,0.0,1.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,,,1.0,,,2023-10-01,2023-08-19
5,1,2,,2.0,4.0,,5.0,5.0,,5.0,,,5.0,,,5.0,,5.0,,4.0,,2.0,,,3.0,,4.0,,1.0,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,0.0,,0.0,,,0.0,1.0,,0.0,,,0.0,,,2023-10-01,2023-08-19
6,2,1,,6.0,4.0,,4.0,3.0,,3.0,,,3.0,,,3.0,,3.0,,3.0,,6.0,,,5.0,,5.0,,7.0,5.0,,1.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,1.0,,2.0,7.0,,3.0,,3.0,,,3.0,,3.0,,,2.0,,1.0,,0.0,,0.0,,,0.0,7.0,,0.0,,,7.0,,,2023-06-15,2023-08-19
7,2,1,,6.0,4.0,,3.0,3.0,,3.0,,,3.0,,,2.0,,3.0,,3.0,,5.0,,,5.0,,4.0,,7.0,5.0,,1.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,1.0,1.0,,1.0,7.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,0.0,,0.0,,0.0,,,0.0,7.0,,0.0,,,7.0,,,2023-06-15,2023-08-19
8,2,1,,6.0,5.0,,5.0,5.0,,4.0,,,4.0,,,4.0,,4.0,,4.0,,6.0,,,6.0,,6.0,,6.0,5.0,,1.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,1.0,2.0,,3.0,7.0,,3.0,,3.0,,,3.0,,3.0,,,3.0,,1.0,,0.0,,0.0,,,0.0,7.0,,0.0,,,7.0,,,2023-06-15,2023-08-19
9,2,1,,6.0,5.0,,5.0,5.0,,4.0,,,4.0,,,4.0,,4.0,,4.0,,6.0,,,6.0,,6.0,,6.0,4.0,,0.0,,-1.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,7.0,,0.0,,1.0,,,1.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,8.0,,0.0,,,7.0,,,2023-06-15,2023-08-19
10,2,1,,5.0,6.0,,6.0,6.0,,6.0,,,6.0,,,5.0,,6.0,,5.0,,5.0,,,6.0,,6.0,,6.0,3.0,,1.0,,-1.0,,0.0,,0.0,,,-1.0,,,-1.0,,0.0,1.0,,2.0,6.0,,2.0,,3.0,,,3.0,,3.0,,,3.0,,1.0,,0.0,,0.0,,,0.0,7.0,,0.0,,,6.0,,,2023-06-15,2023-08-19
11,2,1,,6.0,4.0,,4.0,3.0,,3.0,,,3.0,,,3.0,,3.0,,3.0,,6.0,,,6.0,,5.0,,7.0,5.0,,1.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,1.0,,2.0,7.0,,2.0,,3.0,,,3.0,,3.0,,,2.0,,1.0,,0.0,,0.0,,,0.0,8.0,,0.0,,,8.0,,,2023-06-15,2023-08-19
12,2,1,,6.0,4.0,,3.0,3.0,,3.0,,,3.0,,,2.0,,3.0,,3.0,,6.0,,,5.0,,4.0,,7.0,5.0,,1.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,7.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,7.0,,0.0,,,8.0,,,2023-06-15,2023-08-19
13,2,1,,7.0,6.0,,5.0,5.0,,5.0,,,5.0,,,4.0,,5.0,,4.0,,6.0,,,7.0,,6.0,,7.0,5.0,,1.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,2.0,,2.0,7.0,,3.0,,3.0,,,3.0,,3.0,,,3.0,,1.0,,0.0,,0.0,,,0.0,7.0,,0.0,,,7.0,,,2023-06-15,2023-08-19
14,2,1,,6.0,5.0,,5.0,4.0,,4.0,,,4.0,,,4.0,,4.0,,4.0,,6.0,,,6.0,,6.0,,6.0,4.0,,0.0,,-1.0,,-1.0,,0.0,,,-1.0,,,-1.0,,0.0,1.0,,2.0,6.0,,2.0,,3.0,,,3.0,,3.0,,,2.0,,1.0,,-1.0,,-1.0,,,0.0,7.0,,0.0,,,7.0,,,2023-06-15,2023-08-19
15,2,1,,5.0,6.0,,6.0,6.0,,6.0,,,6.0,,,6.0,,6.0,,5.0,,5.0,,,6.0,,6.0,,6.0,3.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,1.0,,2.0,6.0,,3.0,,3.0,,,3.0,,3.0,,,2.0,,1.0,,0.0,,0.0,,,0.0,7.0,,0.0,,,6.0,,,2023-07-01,2023-08-19
16,2,1,,6.0,4.0,,4.0,4.0,,4.0,,,4.0,,,3.0,,3.0,,3.0,,6.0,,,5.0,,5.0,,5.0,4.0,,1.0,,0.0,,0.0,,0.0,,,-1.0,,,-1.0,,0.0,1.0,,1.0,6.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,1.0,,-1.0,,-1.0,,,-1.0,6.0,,0.0,,,7.0,,,2023-06-15,2023-08-19
17,2,1,,6.0,4.0,,4.0,4.0,,3.0,,,3.0,,,3.0,,3.0,,3.0,,6.0,,,5.0,,5.0,,5.0,4.0,,1.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,6.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,6.0,,0.0,,,7.0,,,2023-06-15,2023-08-19
18,2,1,,5.0,4.0,,4.0,4.0,,4.0,,,3.0,,,3.0,,3.0,,3.0,,5.0,,,5.0,,5.0,,5.0,4.0,,0.0,,-1.0,,-1.0,,-1.0,,,0.0,,,0.0,,0.0,0.0,,0.0,5.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,-1.0,,,-1.0,6.0,,0.0,,,7.0,,,2023-06-15,2023-08-19
19,2,1,,5.0,4.0,,4.0,3.0,,3.0,,,3.0,,,3.0,,3.0,,3.0,,5.0,,,5.0,,5.0,,5.0,3.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,0.0,,0.0,5.0,,-1.0,,-1.0,,,-1.0,,0.0,,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,6.0,,-1.0,,,6.0,,,2023-07-01,2023-08-19
20,2,1,,4.0,4.0,,4.0,4.0,,4.0,,,4.0,,,3.0,,3.0,,3.0,,4.0,,,5.0,,4.0,,4.0,2.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,1.0,,2.0,5.0,,2.0,,3.0,,,3.0,,3.0,,,2.0,,0.0,,-1.0,,-1.0,,,-1.0,5.0,,-1.0,,,5.0,,,2023-07-01,2023-08-19
21,3,2,,4.0,4.0,,3.0,3.0,,2.0,,,2.0,,,2.0,,2.0,,2.0,,6.0,,,6.0,,6.0,,2.0,1.0,,1.0,,1.0,,0.0,,0.0,,,-1.0,,,-1.0,,0.0,2.0,,3.0,2.0,,4.0,,4.0,,,4.0,,4.0,,,4.0,,2.0,,0.0,,0.0,,,0.0,1.0,,0.0,,,1.0,,,2023-09-01,2023-08-19
22,3,2,,4.0,4.0,,3.0,3.0,,2.0,,,2.0,,,1.0,,2.0,,3.0,,6.0,,,6.0,,6.0,,2.0,1.0,,1.0,,1.0,,0.0,,0.0,,,-1.0,,,-1.0,,0.0,2.0,,3.0,2.0,,4.0,,4.0,,,4.0,,4.0,,,4.0,,2.0,,0.0,,0.0,,,0.0,1.0,,0.0,,,1.0,,,2023-09-01,2023-08-19
23,3,2,,5.0,5.0,,4.0,3.0,,3.0,,,3.0,,,2.0,,3.0,,4.0,,6.0,,,7.0,,6.0,,3.0,1.0,,2.0,,1.0,,1.0,,0.0,,,0.0,,,0.0,,0.0,2.0,,3.0,3.0,,3.0,,4.0,,,4.0,,4.0,,,4.0,,2.0,,0.0,,0.0,,,0.0,2.0,,0.0,,,1.0,,,2023-09-01,2023-08-19
24,3,2,,5.0,6.0,,6.0,6.0,,6.0,,,6.0,,,6.0,,6.0,,6.0,,6.0,,,6.0,,6.0,,3.0,1.0,,2.0,,1.0,,1.0,,0.0,,,0.0,,,0.0,,1.0,2.0,,3.0,3.0,,4.0,,4.0,,,4.0,,4.0,,,4.0,,2.0,,0.0,,0.0,,,0.0,2.0,,0.0,,,1.0,,,2022-11-15,2023-08-19
25,3,2,,4.0,6.0,,5.0,5.0,,4.0,,,4.0,,,3.0,,4.0,,5.0,,5.0,,,7.0,,7.0,,2.0,1.0,,1.0,,1.0,,0.0,,0.0,,,0.0,,,0.0,,1.0,2.0,,3.0,2.0,,4.0,,4.0,,,4.0,,4.0,,,3.0,,1.0,,0.0,,0.0,,,0.0,1.0,,0.0,,,1.0,,,2022-11-15,2023-08-19
26,3,2,,4.0,4.0,,3.0,3.0,,3.0,,,2.0,,,2.0,,2.0,,3.0,,6.0,,,6.0,,6.0,,2.0,2.0,,2.0,,1.0,,1.0,,0.0,,,0.0,,,0.0,,0.0,2.0,,3.0,2.0,,4.0,,4.0,,,4.0,,4.0,,,3.0,,2.0,,0.0,,0.0,,,0.0,2.0,,0.0,,,2.0,,,2023-09-01,2023-08-19
27,3,2,,5.0,5.0,,4.0,3.0,,3.0,,,2.0,,,2.0,,3.0,,4.0,,6.0,,,7.0,,6.0,,3.0,2.0,,2.0,,1.0,,1.0,,0.0,,,0.0,,,0.0,,0.0,1.0,,2.0,3.0,,2.0,,2.0,,,3.0,,3.0,,,2.0,,1.0,,0.0,,0.0,,,0.0,3.0,,0.0,,,2.0,,,2023-09-01,2023-08-19
28,3,2,,5.0,5.0,,4.0,3.0,,3.0,,,2.0,,,2.0,,3.0,,4.0,,6.0,,,6.0,,6.0,,3.0,2.0,,2.0,,1.0,,1.0,,0.0,,,0.0,,,0.0,,0.0,2.0,,3.0,3.0,,3.0,,4.0,,,4.0,,4.0,,,4.0,,2.0,,0.0,,0.0,,,0.0,3.0,,0.0,,,2.0,,,2023-09-01,2023-08-19
29,4,2,,4.0,4.0,,4.0,4.0,,3.0,,,3.0,,,3.0,,3.0,,3.0,,5.0,,,5.0,,5.0,,3.0,2.0,,2.0,,1.0,,1.0,,0.0,,,0.0,,,0.0,,0.0,1.0,,1.0,2.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,1.0,,0.0,,0.0,,,0.0,2.0,,0.0,,,1.0,,,2023-09-01,2023-08-19
30,4,2,,5.0,5.0,,5.0,5.0,,5.0,,,5.0,,,4.0,,4.0,,4.0,,6.0,,,7.0,,6.0,,4.0,2.0,,2.0,,1.0,,1.0,,1.0,,,0.0,,,0.0,,0.0,1.0,,1.0,3.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,1.0,,0.0,,0.0,,,0.0,3.0,,0.0,,,2.0,,,2023-07-15,2023-08-19
31,4,2,,2.0,2.0,,2.0,2.0,,1.0,,,1.0,,,1.0,,0.0,,0.0,,2.0,,,2.0,,2.0,,2.0,1.0,,1.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,1.0,,1.0,2.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,0.0,,0.0,,,0.0,1.0,,0.0,,,1.0,,,,2023-08-19
32,4,2,,3.0,4.0,,3.0,3.0,,3.0,,,3.0,,,2.0,,2.0,,3.0,,4.0,,,5.0,,4.0,,2.0,1.0,,1.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,1.0,,1.0,2.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,0.0,,0.0,,,0.0,2.0,,0.0,,,1.0,,,2023-09-01,2023-08-19
33,4,2,,4.0,4.0,,4.0,4.0,,3.0,,,3.0,,,3.0,,3.0,,3.0,,4.0,,,5.0,,5.0,,3.0,1.0,,1.0,,1.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,1.0,,1.0,2.0,,1.0,,1.0,,,1.0,,2.0,,,1.0,,1.0,,1.0,,1.0,,,0.0,2.0,,0.0,,,1.0,,,2023-09-01,2023-08-19
34,4,2,,4.0,5.0,,5.0,5.0,,5.0,,,5.0,,,4.0,,4.0,,4.0,,5.0,,,6.0,,6.0,,2.0,2.0,,2.0,,1.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,1.0,,1.0,2.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,1.0,,1.0,,1.0,,,1.0,2.0,,0.0,,,1.0,,,2020-11-01,2023-08-19
35,4,2,,3.0,2.0,,2.0,2.0,,2.0,,,1.0,,,1.0,,1.0,,1.0,,2.0,,,3.0,,2.0,,2.0,1.0,,1.0,,1.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,1.0,2.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,0.0,,0.0,,,0.0,2.0,,0.0,,,1.0,,,,2023-08-19
36,4,2,,2.0,2.0,,2.0,2.0,,2.0,,,1.0,,,1.0,,1.0,,1.0,,2.0,,,3.0,,3.0,,2.0,1.0,,1.0,,1.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,1.0,,1.0,2.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,0.0,,0.0,,,0.0,1.0,,0.0,,,1.0,,,,2023-08-19
37,4,2,,4.0,4.0,,4.0,3.0,,3.0,,,3.0,,,2.0,,2.0,,2.0,,4.0,,,5.0,,4.0,,3.0,1.0,,1.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,1.0,,1.0,2.0,,1.0,,1.0,,,1.0,,2.0,,,1.0,,1.0,,0.0,,0.0,,,0.0,2.0,,0.0,,,1.0,,,2023-09-01,2023-08-19
38,4,2,,4.0,4.0,,3.0,3.0,,3.0,,,3.0,,,2.0,,2.0,,2.0,,4.0,,,5.0,,4.0,,3.0,1.0,,1.0,,1.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,1.0,,1.0,2.0,,1.0,,1.0,,,2.0,,2.0,,,1.0,,1.0,,0.0,,0.0,,,0.0,2.0,,0.0,,,1.0,,,2023-09-01,2023-08-19
39,4,2,,4.0,5.0,,5.0,4.0,,4.0,,,4.0,,,4.0,,4.0,,4.0,,5.0,,,6.0,,5.0,,2.0,2.0,,2.0,,1.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,1.0,,2.0,2.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,1.0,,0.0,,1.0,,,1.0,2.0,,0.0,,,1.0,,,2020-11-01,2023-08-19
40,4,2,,2.0,2.0,,2.0,2.0,,2.0,,,1.0,,,1.0,,1.0,,1.0,,2.0,,,2.0,,2.0,,3.0,2.0,,2.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,3.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,2.0,,0.0,,,2.0,,,,2023-08-19
41,4,2,,2.0,2.0,,2.0,2.0,,2.0,,,1.0,,,1.0,,1.0,,1.0,,2.0,,,2.0,,2.0,,3.0,2.0,,2.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,3.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,2.0,,0.0,,,2.0,,,,2023-08-19
42,4,2,,3.0,3.0,,3.0,3.0,,3.0,,,2.0,,,2.0,,2.0,,2.0,,4.0,,,4.0,,4.0,,3.0,2.0,,2.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,3.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,1.0,,1.0,,1.0,,,1.0,3.0,,0.0,,,2.0,,,2023-09-01,2023-08-19
43,4,2,,3.0,3.0,,3.0,3.0,,2.0,,,2.0,,,2.0,,2.0,,2.0,,3.0,,,4.0,,4.0,,3.0,2.0,,2.0,,2.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,2.0,3.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,1.0,,1.0,,1.0,,,1.0,3.0,,1.0,,,2.0,,,2024-03-15,2023-08-19
44,4,2,,3.0,5.0,,4.0,4.0,,4.0,,,4.0,,,4.0,,4.0,,4.0,,4.0,,,5.0,,5.0,,2.0,2.0,,2.0,,2.0,,2.0,,2.0,,,2.0,,,2.0,,2.0,2.0,,2.0,2.0,,2.0,,3.0,,,2.0,,2.0,,,2.0,,2.0,,2.0,,2.0,,,2.0,2.0,,1.0,,,2.0,,,2020-11-01,2023-08-19
45,4,2,,4.0,5.0,,5.0,4.0,,4.0,,,4.0,,,4.0,,4.0,,4.0,,4.0,,,5.0,,5.0,,2.0,3.0,,3.0,,2.0,,2.0,,2.0,,,2.0,,,2.0,,2.0,2.0,,2.0,2.0,,3.0,,3.0,,,3.0,,3.0,,,2.0,,2.0,,2.0,,2.0,,,2.0,3.0,,2.0,,,3.0,,,2020-11-01,2023-08-19
46,4,2,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,1.0,,0.0,,0.0,,1.0,,,0.0,,1.0,,2.0,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,2.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,0.0,,1.0,,1.0,,,1.0,1.0,,0.0,,,1.0,,,,2023-08-19
47,4,2,,2.0,2.0,,2.0,2.0,,2.0,,,1.0,,,1.0,,1.0,,1.0,,2.0,,,2.0,,2.0,,3.0,2.0,,2.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,3.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,3.0,,0.0,,,2.0,,,,2023-08-19
48,4,2,,2.0,2.0,,2.0,2.0,,2.0,,,1.0,,,1.0,,1.0,,1.0,,2.0,,,2.0,,2.0,,3.0,2.0,,2.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,3.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,2.0,,0.0,,,2.0,,,,2023-08-19
49,4,2,,3.0,3.0,,3.0,3.0,,3.0,,,2.0,,,2.0,,2.0,,2.0,,3.0,,,4.0,,4.0,,3.0,2.0,,2.0,,2.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,2.0,3.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,1.0,,1.0,,1.0,,,1.0,3.0,,0.0,,,2.0,,,,2023-08-19
50,4,2,,3.0,3.0,,3.0,3.0,,3.0,,,2.0,,,2.0,,2.0,,2.0,,4.0,,,4.0,,4.0,,3.0,3.0,,2.0,,2.0,,2.0,,2.0,,,2.0,,,2.0,,2.0,2.0,,2.0,3.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,2.0,,2.0,,1.0,,,1.0,3.0,,1.0,,,3.0,,,2023-08-01,2023-08-19
51,4,2,,3.0,5.0,,4.0,4.0,,4.0,,,4.0,,,4.0,,4.0,,4.0,,4.0,,,5.0,,5.0,,3.0,3.0,,3.0,,2.0,,2.0,,2.0,,,2.0,,,2.0,,2.0,3.0,,3.0,2.0,,3.0,,3.0,,,3.0,,3.0,,,2.0,,2.0,,2.0,,2.0,,,2.0,3.0,,2.0,,,3.0,,,2020-11-01,2023-08-19
52,4,2,,4.0,5.0,,4.0,4.0,,4.0,,,4.0,,,4.0,,4.0,,4.0,,4.0,,,5.0,,5.0,,3.0,3.0,,3.0,,3.0,,2.0,,2.0,,,2.0,,,3.0,,3.0,3.0,,3.0,3.0,,3.0,,3.0,,,3.0,,3.0,,,2.0,,2.0,,2.0,,2.0,,,2.0,3.0,,2.0,,,3.0,,,2020-11-01,2023-08-19
53,4,2,,3.0,4.0,,4.0,4.0,,4.0,,,4.0,,,4.0,,4.0,,4.0,,4.0,,,5.0,,5.0,,2.0,2.0,,2.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,2.0,,2.0,2.0,,2.0,,3.0,,,3.0,,2.0,,,2.0,,1.0,,0.0,,0.0,,,1.0,2.0,,1.0,,,1.0,,,2020-11-01,2023-08-19
54,4,2,,1.0,1.0,,1.0,1.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,2.0,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,1.0,,,1.0,1.0,,0.0,,,1.0,,,,2023-08-19
55,4,2,,2.0,2.0,,2.0,2.0,,2.0,,,1.0,,,1.0,,1.0,,1.0,,2.0,,,2.0,,2.0,,3.0,2.0,,2.0,,2.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,3.0,,2.0,,2.0,,,2.0,,2.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,2.0,,0.0,,,2.0,,,,2023-08-19
56,4,2,,2.0,2.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,2.0,,,2.0,,2.0,,3.0,2.0,,2.0,,2.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,2.0,,2.0,3.0,,2.0,,2.0,,,2.0,,2.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,2.0,,1.0,,,2.0,,,,2023-08-19
57,4,2,,2.0,3.0,,2.0,2.0,,2.0,,,2.0,,,2.0,,2.0,,2.0,,2.0,,,3.0,,3.0,,3.0,2.0,,3.0,,2.0,,2.0,,1.0,,,1.0,,,2.0,,2.0,2.0,,2.0,3.0,,2.0,,2.0,,,2.0,,2.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,2.0,,1.0,,,2.0,,,,2023-08-19
58,4,2,,3.0,3.0,,3.0,3.0,,3.0,,,2.0,,,2.0,,2.0,,2.0,,3.0,,,3.0,,3.0,,3.0,3.0,,3.0,,2.0,,2.0,,2.0,,,2.0,,,2.0,,2.0,2.0,,2.0,3.0,,2.0,,2.0,,,2.0,,1.0,,,1.0,,1.0,,1.0,,2.0,,,1.0,3.0,,1.0,,,2.0,,,,2023-08-19
59,4,2,,3.0,4.0,,3.0,3.0,,3.0,,,3.0,,,3.0,,3.0,,3.0,,3.0,,,4.0,,4.0,,3.0,3.0,,3.0,,2.0,,2.0,,2.0,,,2.0,,,2.0,,2.0,3.0,,3.0,3.0,,3.0,,3.0,,,2.0,,2.0,,,2.0,,2.0,,2.0,,2.0,,,2.0,3.0,,1.0,,,3.0,,,2020-11-01,2023-08-19
60,4,2,,3.0,3.0,,3.0,3.0,,3.0,,,2.0,,,2.0,,2.0,,3.0,,3.0,,,4.0,,4.0,,3.0,3.0,,3.0,,2.0,,2.0,,2.0,,,2.0,,,3.0,,3.0,3.0,,3.0,3.0,,2.0,,2.0,,,2.0,,2.0,,,1.0,,1.0,,2.0,,2.0,,,2.0,3.0,,2.0,,,3.0,,,2020-11-01,2023-08-19
61,4,2,,3.0,4.0,,4.0,3.0,,3.0,,,3.0,,,3.0,,3.0,,3.0,,3.0,,,4.0,,4.0,,2.0,2.0,,2.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,2.0,,2.0,2.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,1.0,,1.0,,1.0,,,1.0,2.0,,1.0,,,1.0,,,2020-11-01,2023-08-19
62,4,2,,2.0,3.0,,3.0,3.0,,3.0,,,3.0,,,3.0,,3.0,,3.0,,3.0,,,4.0,,4.0,,2.0,1.0,,1.0,,1.0,,0.0,,0.0,,,0.0,,,0.0,,1.0,1.0,,2.0,2.0,,2.0,,2.0,,,2.0,,2.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,,,2020-11-01,2023-08-19
63,4,2,,1.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,1.0,,0.0,0.0,,0.0,1.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,1.0,,,1.0,1.0,,0.0,,,1.0,,,,2023-08-19
64,4,2,,2.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,1.0,,2.0,,,2.0,,2.0,,2.0,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,2.0,,1.0,,1.0,,,1.0,,1.0,,,0.0,,0.0,,1.0,,1.0,,,1.0,2.0,,0.0,,,1.0,,,,2023-08-19
65,4,2,,2.0,1.0,,1.0,1.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,,,1.0,,1.0,,2.0,2.0,,2.0,,2.0,,1.0,,1.0,,,1.0,,,2.0,,2.0,1.0,,1.0,2.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,2.0,,1.0,,,2.0,,,,2023-08-19
