point_id,polygon_id,class,di_t+0,di_t+1,di_t+10,di_t+11,di_t+12,di_t+14,di_t+15,di_t+16,di_t+17,di_t+18,di_t+19,di_t+2,di_t+20,di_t+21,di_t+22,di_t+23,di_t+24,di_t+25,di_t+26,di_t+3,di_t+4,di_t+5,di_t+6,di_t+7,di_t+8,di_t+9,di_t-1,di_t-10,di_t-11,di_t-12,di_t-13,di_t-14,di_t-15,di_t-16,di_t-17,di_t-18,di_t-19,di_t-2,di_t-20,di_t-21,di_t-22,di_t-23,di_t-24,di_t-25,di_t-27,di_t-28,di_t-29,di_t-3,di_t-30,di_t-4,di_t-5,di_t-6,di_t-7,di_t-8,di_t-9
6962,3,1,,,-2.0,,-1.0,,1.0,,1.0,,1.0,4.0,,1.0,,2.0,,2.0,,,2.0,,0.0,,-2.0,,4.0,3.0,,3.0,,3.0,,3.0,,3.0,,,3.0,,2.0,,2.0,,1.0,,1.0,4.0,,,4.0,,4.0,,
6963,3,1,,,0.0,,1.0,,2.0,,3.0,,3.0,6.0,,3.0,,3.0,,4.0,,,4.0,,1.0,,0.0,,7.0,7.0,,6.0,,5.0,,5.0,,5.0,,,4.0,,4.0,,3.0,,3.0,,3.0,7.0,,,6.0,,7.0,,
6964,3,1,,,0.0,,1.0,,2.0,,3.0,,3.0,6.0,,3.0,,3.0,,3.0,,,4.0,,1.0,,0.0,,7.0,7.0,,6.0,,5.0,,5.0,,5.0,,,4.0,,3.0,,3.0,,3.0,,2.0,7.0,,,6.0,,7.0,,
6965,3,1,,,1.0,,2.0,,2.0,,3.0,,3.0,6.0,,3.0,,4.0,,4.0,,,4.0,,2.0,,1.0,,7.0,7.0,,6.0,,5.0,,5.0,,4.0,,,4.0,,5.0,,5.0,,4.0,,4.0,7.0,,,6.0,,6.0,,
6966,3,1,,,1.0,,2.0,,2.0,,3.0,,3.0,6.0,,3.0,,3.0,,3.0,,,4.0,,2.0,,1.0,,6.0,6.0,,5.0,,4.0,,4.0,,4.0,,,4.0,,4.0,,5.0,,4.0,,4.0,6.0,,,6.0,,6.0,,
6967,3,1,,,0.0,,1.0,,2.0,,3.0,,3.0,5.0,,3.0,,3.0,,3.0,,,3.0,,2.0,,1.0,,5.0,5.0,,4.0,,4.0,,3.0,,3.0,,,3.0,,4.0,,5.0,,5.0,,4.0,5.0,,,5.0,,5.0,,
6968,3,1,,,1.0,,1.0,,2.0,,2.0,,2.0,6.0,,2.0,,3.0,,3.0,,,4.0,,2.0,,1.0,,6.0,6.0,,5.0,,4.0,,3.0,,3.0,,,3.0,,4.0,,5.0,,5.0,,4.0,6.0,,,5.0,,5.0,,
6969,3,1,,,1.0,,2.0,,2.0,,2.0,,3.0,5.0,,3.0,,3.0,,3.0,,,4.0,,2.0,,1.0,,7.0,6.0,,6.0,,5.0,,4.0,,3.0,,,3.0,,4.0,,5.0,,5.0,,5.0,6.0,,,6.0,,6.0,,
6970,3,1,,,0.0,,0.0,,1.0,,2.0,,2.0,5.0,,2.0,,2.0,,2.0,,,4.0,,2.0,,0.0,,6.0,5.0,,3.0,,3.0,,3.0,,2.0,,,2.0,,1.0,,1.0,,1.0,,1.0,7.0,,,5.0,,5.0,,
6971,3,1,,,-2.0,,-1.0,,1.0,,1.0,,1.0,4.0,,1.0,,2.0,,2.0,,,2.0,,0.0,,-1.0,,4.0,2.0,,2.0,,3.0,,3.0,,4.0,,,3.0,,2.0,,2.0,,2.0,,2.0,4.0,,,3.0,,3.0,,
6972,3,1,,,0.0,,1.0,,3.0,,3.0,,3.0,7.0,,3.0,,4.0,,4.0,,,4.0,,2.0,,0.0,,7.0,7.0,,6.0,,6.0,,6.0,,5.0,,,4.0,,4.0,,4.0,,4.0,,3.0,7.0,,,6.0,,7.0,,
6973,3,1,,,0.0,,1.0,,2.0,,3.0,,3.0,7.0,,3.0,,3.0,,3.0,,,4.0,,2.0,,0.0,,7.0,7.0,,6.0,,6.0,,6.0,,5.0,,,4.0,,4.0,,3.0,,3.0,,3.0,7.0,,,6.0,,7.0,,
6974,3,1,,,1.0,,2.0,,3.0,,4.0,,4.0,7.0,,4.0,,5.0,,5.0,,,4.0,,2.0,,1.0,,7.0,7.0,,6.0,,6.0,,6.0,,5.0,,,5.0,,5.0,,5.0,,5.0,,4.0,7.0,,,6.0,,7.0,,
6975,3,1,,,1.0,,2.0,,2.0,,3.0,,3.0,6.0,,3.0,,3.0,,4.0,,,4.0,,2.0,,1.0,,7.0,6.0,,5.0,,4.0,,4.0,,4.0,,,4.0,,4.0,,4.0,,4.0,,4.0,7.0,,,6.0,,6.0,,
6976,3,1,,,1.0,,1.0,,2.0,,3.0,,3.0,5.0,,3.0,,3.0,,3.0,,,4.0,,2.0,,1.0,,6.0,6.0,,5.0,,4.0,,3.0,,4.0,,,4.0,,4.0,,5.0,,5.0,,4.0,6.0,,,5.0,,5.0,,
6977,3,1,,,1.0,,2.0,,2.0,,3.0,,3.0,6.0,,3.0,,3.0,,3.0,,,4.0,,2.0,,1.0,,6.0,6.0,,5.0,,4.0,,4.0,,4.0,,,4.0,,4.0,,5.0,,5.0,,4.0,6.0,,,5.0,,5.0,,
6978,3,1,,,1.0,,2.0,,2.0,,2.0,,3.0,6.0,,3.0,,3.0,,3.0,,,4.0,,2.0,,1.0,,7.0,6.0,,6.0,,5.0,,4.0,,3.0,,,3.0,,4.0,,5.0,,5.0,,5.0,6.0,,,6.0,,6.0,,
6979,3,1,,,1.0,,1.0,,2.0,,2.0,,2.0,5.0,,2.0,,3.0,,3.0,,,4.0,,2.0,,1.0,,6.0,6.0,,6.0,,4.0,,4.0,,3.0,,,3.0,,4.0,,4.0,,4.0,,4.0,6.0,,,5.0,,5.0,,
6980,3,1,,,-4.0,,-3.0,,-2.0,,-1.0,,-1.0,1.0,,-1.0,,-1.0,,0.0,,,-1.0,,-3.0,,-4.0,,0.0,0.0,,-1.0,,0.0,,2.0,,2.0,,,1.0,,0.0,,-1.0,,-1.0,,-1.0,0.0,,,-1.0,,-1.0,,
6981,3,1,,,-2.0,,-1.0,,1.0,,2.0,,2.0,5.0,,2.0,,2.0,,2.0,,,2.0,,0.0,,-2.0,,5.0,5.0,,5.0,,5.0,,5.0,,4.0,,,3.0,,2.0,,1.0,,1.0,,1.0,4.0,,,4.0,,4.0,,
6982,3,1,,,-3.0,,-1.0,,1.0,,1.0,,2.0,4.0,,2.0,,2.0,,2.0,,,2.0,,-1.0,,-2.0,,5.0,5.0,,5.0,,4.0,,4.0,,4.0,,,2.0,,1.0,,1.0,,1.0,,1.0,4.0,,,4.0,,4.0,,
6983,3,1,,,0.0,,2.0,,3.0,,4.0,,4.0,8.0,,4.0,,5.0,,5.0,,,5.0,,2.0,,0.0,,8.0,7.0,,7.0,,7.0,,7.0,,6.0,,,5.0,,4.0,,4.0,,4.0,,4.0,7.0,,,7.0,,7.0,,
6984,3,1,,,0.0,,2.0,,4.0,,4.0,,4.0,8.0,,5.0,,5.0,,5.0,,,5.0,,2.0,,0.0,,8.0,7.0,,6.0,,6.0,,6.0,,6.0,,,4.0,,4.0,,4.0,,4.0,,4.0,8.0,,,7.0,,7.0,,
6985,3,1,,,1.0,,3.0,,4.0,,5.0,,5.0,9.0,,5.0,,5.0,,5.0,,,6.0,,3.0,,1.0,,9.0,8.0,,7.0,,7.0,,7.0,,6.0,,,5.0,,5.0,,5.0,,5.0,,5.0,9.0,,,8.0,,8.0,,
6986,3,1,,,1.0,,3.0,,5.0,,5.0,,5.0,9.0,,5.0,,5.0,,5.0,,,6.0,,3.0,,1.0,,9.0,8.0,,7.0,,7.0,,7.0,,6.0,,,5.0,,5.0,,5.0,,5.0,,5.0,9.0,,,8.0,,8.0,,
6987,3,1,,,1.0,,2.0,,3.0,,4.0,,4.0,7.0,,4.0,,4.0,,4.0,,,5.0,,3.0,,2.0,,9.0,7.0,,7.0,,7.0,,7.0,,6.0,,,5.0,,5.0,,5.0,,6.0,,6.0,8.0,,,8.0,,8.0,,
6988,3,1,,,1.0,,2.0,,3.0,,4.0,,4.0,8.0,,4.0,,4.0,,5.0,,,5.0,,3.0,,2.0,,9.0,7.0,,7.0,,7.0,,7.0,,6.0,,,5.0,,5.0,,5.0,,6.0,,6.0,8.0,,,8.0,,8.0,,
6989,3,1,,,1.0,,2.0,,3.0,,4.0,,4.0,6.0,,4.0,,5.0,,5.0,,,3.0,,2.0,,1.0,,7.0,7.0,,6.0,,6.0,,6.0,,5.0,,,5.0,,5.0,,5.0,,5.0,,5.0,7.0,,,6.0,,7.0,,
6990,3,1,,,-4.0,,-3.0,,-1.0,,-1.0,,0.0,1.0,,0.0,,0.0,,0.0,,,0.0,,-2.0,,-4.0,,0.0,0.0,,0.0,,1.0,,2.0,,3.0,,,3.0,,2.0,,2.0,,2.0,,1.0,0.0,,,0.0,,0.0,,
6991,3,1,,,-2.0,,-1.0,,1.0,,2.0,,2.0,5.0,,2.0,,2.0,,2.0,,,2.0,,0.0,,-2.0,,5.0,5.0,,5.0,,5.0,,5.0,,5.0,,,5.0,,4.0,,3.0,,3.0,,3.0,5.0,,,4.0,,4.0,,
6992,3,1,,,-2.0,,-1.0,,1.0,,2.0,,2.0,5.0,,2.0,,2.0,,2.0,,,2.0,,0.0,,-2.0,,5.0,5.0,,5.0,,5.0,,5.0,,5.0,,,5.0,,3.0,,3.0,,3.0,,3.0,5.0,,,4.0,,4.0,,
6993,3,1,,,0.0,,2.0,,4.0,,4.0,,5.0,8.0,,5.0,,5.0,,5.0,,,5.0,,2.0,,0.0,,8.0,7.0,,7.0,,7.0,,7.0,,7.0,,,7.0,,6.0,,6.0,,6.0,,6.0,7.0,,,7.0,,7.0,,
6994,3,1,,,0.0,,2.0,,4.0,,5.0,,5.0,8.0,,5.0,,5.0,,5.0,,,5.0,,3.0,,1.0,,8.0,8.0,,8.0,,7.0,,7.0,,7.0,,,6.0,,6.0,,6.0,,6.0,,6.0,8.0,,,7.0,,7.0,,
6995,3,1,,,1.0,,3.0,,4.0,,5.0,,5.0,9.0,,5.0,,6.0,,5.0,,,6.0,,3.0,,1.0,,9.0,9.0,,8.0,,8.0,,7.0,,7.0,,,7.0,,7.0,,7.0,,7.0,,7.0,9.0,,,8.0,,8.0,,
6996,3,1,,,1.0,,3.0,,5.0,,5.0,,6.0,9.0,,6.0,,6.0,,6.0,,,6.0,,3.0,,1.0,,9.0,9.0,,9.0,,8.0,,8.0,,7.0,,,7.0,,7.0,,7.0,,7.0,,7.0,9.0,,,8.0,,8.0,,
6997,3,1,,,1.0,,2.0,,3.0,,4.0,,4.0,7.0,,4.0,,5.0,,5.0,,,5.0,,3.0,,2.0,,9.0,9.0,,9.0,,8.0,,7.0,,6.0,,,6.0,,6.0,,7.0,,7.0,,7.0,8.0,,,8.0,,8.0,,
6998,3,1,,,1.0,,2.0,,3.0,,3.0,,4.0,7.0,,4.0,,4.0,,4.0,,,5.0,,3.0,,1.0,,9.0,9.0,,9.0,,7.0,,7.0,,6.0,,,6.0,,6.0,,7.0,,7.0,,7.0,8.0,,,8.0,,8.0,,
6999,3,1,,,1.0,,2.0,,3.0,,3.0,,4.0,6.0,,4.0,,5.0,,5.0,,,3.0,,2.0,,1.0,,7.0,8.0,,8.0,,7.0,,6.0,,6.0,,,6.0,,6.0,,6.0,,6.0,,6.0,6.0,,,6.0,,7.0,,
7000,3,1,,,-3.0,,-1.0,,0.0,,1.0,,1.0,2.0,,1.0,,2.0,,2.0,,,1.0,,-1.0,,-2.0,,1.0,0.0,,1.0,,2.0,,4.0,,4.0,,,5.0,,4.0,,4.0,,3.0,,3.0,1.0,,,0.0,,0.0,,
7001,3,1,,,-2.0,,0.0,,2.0,,2.0,,3.0,5.0,,3.0,,3.0,,3.0,,,3.0,,0.0,,-2.0,,5.0,5.0,,6.0,,6.0,,6.0,,6.0,,,5.0,,4.0,,4.0,,4.0,,4.0,4.0,,,4.0,,4.0,,
7002,3,1,,,-2.0,,0.0,,2.0,,3.0,,3.0,6.0,,3.0,,3.0,,3.0,,,3.0,,1.0,,-1.0,,5.0,5.0,,6.0,,6.0,,6.0,,6.0,,,5.0,,4.0,,4.0,,4.0,,4.0,5.0,,,4.0,,5.0,,
7003,3,1,,,0.0,,1.0,,3.0,,4.0,,4.0,7.0,,4.0,,5.0,,5.0,,,5.0,,2.0,,0.0,,7.0,7.0,,7.0,,7.0,,7.0,,7.0,,,7.0,,6.0,,6.0,,6.0,,6.0,6.0,,,6.0,,6.0,,
7004,3,1,,,0.0,,2.0,,4.0,,5.0,,5.0,8.0,,5.0,,5.0,,5.0,,,5.0,,2.0,,0.0,,8.0,8.0,,8.0,,7.0,,7.0,,7.0,,,6.0,,6.0,,6.0,,6.0,,5.0,7.0,,,7.0,,7.0,,
7005,3,1,,,1.0,,3.0,,4.0,,5.0,,5.0,9.0,,5.0,,6.0,,6.0,,,6.0,,3.0,,1.0,,9.0,9.0,,9.0,,8.0,,8.0,,7.0,,,7.0,,7.0,,7.0,,7.0,,7.0,8.0,,,8.0,,8.0,,
7006,3,1,,,1.0,,3.0,,5.0,,5.0,,6.0,10.0,,6.0,,6.0,,6.0,,,7.0,,3.0,,1.0,,9.0,9.0,,9.0,,8.0,,8.0,,8.0,,,7.0,,7.0,,7.0,,7.0,,7.0,9.0,,,8.0,,8.0,,
7007,3,1,,,1.0,,3.0,,3.0,,4.0,,4.0,8.0,,4.0,,5.0,,5.0,,,5.0,,3.0,,2.0,,9.0,9.0,,9.0,,8.0,,7.0,,6.0,,,6.0,,6.0,,7.0,,7.0,,7.0,9.0,,,9.0,,9.0,,
7008,3,1,,,1.0,,2.0,,3.0,,3.0,,4.0,8.0,,4.0,,4.0,,4.0,,,5.0,,3.0,,2.0,,9.0,9.0,,9.0,,8.0,,7.0,,6.0,,,6.0,,6.0,,6.0,,6.0,,6.0,9.0,,,9.0,,9.0,,
7009,3,1,,,1.0,,2.0,,3.0,,3.0,,4.0,6.0,,4.0,,5.0,,5.0,,,3.0,,2.0,,1.0,,7.0,8.0,,8.0,,7.0,,6.0,,5.0,,,5.0,,6.0,,6.0,,6.0,,6.0,6.0,,,6.0,,6.0,,
7010,3,1,,,1.0,,1.0,,2.0,,2.0,,2.0,5.0,,2.0,,3.0,,3.0,,,3.0,,2.0,,1.0,,5.0,4.0,,3.0,,4.0,,3.0,,3.0,,,2.0,,2.0,,3.0,,3.0,,3.0,6.0,,,5.0,,5.0,,
7011,3,1,,,-3.0,,-2.0,,0.0,,1.0,,2.0,3.0,,2.0,,2.0,,2.0,,,0.0,,-1.0,,-3.0,,2.0,1.0,,1.0,,2.0,,4.0,,5.0,,,5.0,,3.0,,3.0,,3.0,,2.0,1.0,,,0.0,,0.0,,
7012,3,1,,,-4.0,,-2.0,,0.0,,1.0,,1.0,2.0,,1.0,,1.0,,1.0,,,0.0,,-2.0,,-4.0,,1.0,0.0,,0.0,,1.0,,3.0,,4.0,,,4.0,,3.0,,2.0,,2.0,,2.0,1.0,,,0.0,,0.0,,
7013,3,1,,,-2.0,,-1.0,,1.0,,2.0,,2.0,5.0,,2.0,,3.0,,3.0,,,2.0,,0.0,,-2.0,,4.0,5.0,,5.0,,5.0,,6.0,,6.0,,,5.0,,4.0,,4.0,,3.0,,3.0,4.0,,,3.0,,4.0,,
7014,3,1,,,-2.0,,0.0,,2.0,,2.0,,3.0,6.0,,3.0,,3.0,,3.0,,,3.0,,0.0,,-2.0,,5.0,5.0,,6.0,,5.0,,6.0,,6.0,,,5.0,,4.0,,4.0,,4.0,,3.0,5.0,,,4.0,,4.0,,
7015,3,1,,,0.0,,2.0,,4.0,,4.0,,5.0,8.0,,5.0,,5.0,,5.0,,,5.0,,2.0,,0.0,,7.0,7.0,,7.0,,7.0,,7.0,,7.0,,,7.0,,6.0,,6.0,,6.0,,6.0,6.0,,,6.0,,6.0,,
7016,3,1,,,0.0,,2.0,,4.0,,5.0,,5.0,8.0,,5.0,,5.0,,5.0,,,5.0,,3.0,,1.0,,8.0,8.0,,8.0,,8.0,,7.0,,7.0,,,7.0,,6.0,,6.0,,6.0,,6.0,7.0,,,6.0,,7.0,,
7017,3,1,,,1.0,,3.0,,5.0,,5.0,,6.0,10.0,,6.0,,6.0,,6.0,,,6.0,,3.0,,1.0,,9.0,9.0,,9.0,,8.0,,8.0,,7.0,,,7.0,,7.0,,7.0,,7.0,,7.0,8.0,,,8.0,,8.0,,
7018,3,1,,,1.0,,3.0,,5.0,,5.0,,5.0,10.0,,6.0,,6.0,,6.0,,,6.0,,3.0,,1.0,,9.0,9.0,,9.0,,8.0,,8.0,,7.0,,,7.0,,7.0,,7.0,,7.0,,7.0,9.0,,,8.0,,8.0,,
7019,3,1,,,1.0,,3.0,,4.0,,4.0,,5.0,8.0,,5.0,,5.0,,5.0,,,5.0,,3.0,,2.0,,9.0,9.0,,8.0,,7.0,,7.0,,6.0,,,6.0,,6.0,,7.0,,7.0,,6.0,9.0,,,9.0,,9.0,,
7020,3,1,,,1.0,,3.0,,4.0,,4.0,,5.0,8.0,,5.0,,5.0,,5.0,,,5.0,,3.0,,2.0,,9.0,9.0,,8.0,,7.0,,7.0,,6.0,,,6.0,,6.0,,6.0,,6.0,,6.0,9.0,,,9.0,,9.0,,
7021,3,1,,,1.0,,2.0,,4.0,,4.0,,5.0,6.0,,5.0,,5.0,,5.0,,,3.0,,2.0,,1.0,,7.0,8.0,,8.0,,6.0,,6.0,,5.0,,,5.0,,6.0,,6.0,,6.0,,6.0,6.0,,,6.0,,6.0,,
7022,3,1,,,1.0,,2.0,,2.0,,2.0,,3.0,4.0,,3.0,,3.0,,4.0,,,3.0,,2.0,,1.0,,5.0,4.0,,3.0,,3.0,,3.0,,2.0,,,2.0,,2.0,,3.0,,4.0,,4.0,6.0,,,5.0,,5.0,,
7023,3,1,,,0.0,,1.0,,1.0,,2.0,,2.0,2.0,,2.0,,2.0,,2.0,,,1.0,,1.0,,1.0,,2.0,3.0,,3.0,,2.0,,2.0,,1.0,,,1.0,,1.0,,2.0,,2.0,,2.0,2.0,,,2.0,,2.0,,
7024,3,1,,,-1.0,,0.0,,2.0,,3.0,,3.0,5.0,,3.0,,4.0,,4.0,,,2.0,,0.0,,-1.0,,4.0,3.0,,4.0,,5.0,,7.0,,7.0,,,9.0,,8.0,,8.0,,8.0,,7.0,3.0,,,2.0,,2.0,,
7025,3,1,,,0.0,,2.0,,4.0,,5.0,,5.0,7.0,,5.0,,5.0,,5.0,,,4.0,,2.0,,1.0,,6.0,5.0,,6.0,,7.0,,8.0,,9.0,,,10.0,,9.0,,9.0,,8.0,,8.0,5.0,,,4.0,,4.0,,
7026,3,1,,,0.0,,2.0,,4.0,,5.0,,5.0,7.0,,5.0,,5.0,,6.0,,,5.0,,2.0,,1.0,,6.0,6.0,,7.0,,8.0,,9.0,,9.0,,,8.0,,7.0,,7.0,,7.0,,7.0,5.0,,,4.0,,4.0,,
7027,3,1,,,0.0,,2.0,,4.0,,5.0,,5.0,8.0,,5.0,,5.0,,6.0,,,5.0,,3.0,,1.0,,7.0,7.0,,8.0,,8.0,,8.0,,8.0,,,8.0,,7.0,,7.0,,7.0,,7.0,7.0,,,6.0,,6.0,,
7028,3,1,,,0.0,,2.0,,4.0,,5.0,,5.0,8.0,,5.0,,5.0,,6.0,,,5.0,,3.0,,1.0,,7.0,7.0,,8.0,,8.0,,8.0,,8.0,,,8.0,,7.0,,7.0,,7.0,,6.0,7.0,,,6.0,,6.0,,
7029,3,1,,,1.0,,2.0,,4.0,,5.0,,5.0,8.0,,5.0,,6.0,,6.0,,,6.0,,3.0,,1.0,,8.0,9.0,,9.0,,8.0,,8.0,,8.0,,,6.0,,5.0,,5.0,,5.0,,5.0,8.0,,,7.0,,7.0,,
7030,3,1,,,1.0,,3.0,,5.0,,5.0,,6.0,9.0,,6.0,,6.0,,6.0,,,6.0,,3.0,,1.0,,8.0,9.0,,9.0,,8.0,,8.0,,7.0,,,7.0,,6.0,,6.0,,5.0,,5.0,8.0,,,7.0,,8.0,,
7031,3,1,,,1.0,,3.0,,5.0,,5.0,,6.0,9.0,,6.0,,6.0,,5.0,,,6.0,,3.0,,1.0,,9.0,10.0,,9.0,,8.0,,8.0,,7.0,,,7.0,,6.0,,6.0,,6.0,,6.0,9.0,,,8.0,,9.0,,
7032,3,1,,,1.0,,3.0,,4.0,,5.0,,5.0,8.0,,5.0,,5.0,,5.0,,,6.0,,3.0,,1.0,,9.0,9.0,,8.0,,8.0,,7.0,,6.0,,,5.0,,4.0,,4.0,,4.0,,4.0,9.0,,,8.0,,9.0,,
7033,3,1,,,1.0,,3.0,,4.0,,5.0,,5.0,9.0,,5.0,,5.0,,5.0,,,6.0,,3.0,,2.0,,9.0,10.0,,8.0,,7.0,,6.0,,5.0,,,4.0,,5.0,,5.0,,5.0,,5.0,9.0,,,9.0,,9.0,,
7034,3,1,,,1.0,,3.0,,4.0,,5.0,,5.0,9.0,,5.0,,5.0,,5.0,,,6.0,,3.0,,2.0,,10.0,10.0,,8.0,,7.0,,6.0,,5.0,,,5.0,,5.0,,5.0,,5.0,,5.0,10.0,,,9.0,,9.0,,
7035,3,1,,,1.0,,3.0,,4.0,,5.0,,5.0,6.0,,5.0,,5.0,,5.0,,,4.0,,2.0,,2.0,,6.0,5.0,,4.0,,3.0,,4.0,,3.0,,,2.0,,2.0,,2.0,,3.0,,3.0,6.0,,,6.0,,6.0,,
7036,3,1,,,1.0,,2.0,,2.0,,2.0,,2.0,4.0,,2.0,,3.0,,3.0,,,3.0,,2.0,,1.0,,5.0,4.0,,3.0,,2.0,,2.0,,2.0,,,1.0,,2.0,,3.0,,3.0,,3.0,5.0,,,5.0,,5.0,,
7037,3,1,,,1.0,,1.0,,2.0,,2.0,,2.0,2.0,,2.0,,2.0,,2.0,,,1.0,,1.0,,1.0,,2.0,3.0,,3.0,,2.0,,1.0,,1.0,,,1.0,,1.0,,1.0,,2.0,,2.0,2.0,,,2.0,,2.0,,
7038,3,1,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,-2147483648.0,,,-2147483648.0,,-2147483648.0,,
7039,3,1,,,-2.0,,0.0,,2.0,,3.0,,3.0,5.0,,3.0,,3.0,,3.0,,,2.0,,0.0,,-2.0,,4.0,2.0,,4.0,,5.0,,6.0,,7.0,,,8.0,,8.0,,7.0,,7.0,,6.0,3.0,,,1.0,,2.0,,
7040,3,1,,,0.0,,2.0,,4.0,,5.0,,5.0,7.0,,5.0,,5.0,,5.0,,,5.0,,2.0,,1.0,,7.0,5.0,,6.0,,7.0,,8.0,,9.0,,,10.0,,9.0,,9.0,,9.0,,8.0,6.0,,,4.0,,4.0,,
7041,3,1,,,0.0,,2.0,,4.0,,5.0,,5.0,7.0,,5.0,,6.0,,6.0,,,5.0,,2.0,,1.0,,7.0,6.0,,7.0,,8.0,,9.0,,9.0,,,8.0,,7.0,,7.0,,7.0,,7.0,6.0,,,5.0,,5.0,,
7042,3,1,,,1.0,,2.0,,4.0,,5.0,,5.0,8.0,,5.0,,6.0,,6.0,,,6.0,,3.0,,1.0,,7.0,8.0,,8.0,,8.0,,8.0,,8.0,,,8.0,,7.0,,7.0,,7.0,,7.0,7.0,,,6.0,,6.0,,
7043,3,1,,,0.0,,2.0,,4.0,,5.0,,5.0,8.0,,5.0,,6.0,,6.0,,,5.0,,3.0,,1.0,,7.0,7.0,,8.0,,8.0,,8.0,,8.0,,,8.0,,7.0,,7.0,,7.0,,7.0,7.0,,,6.0,,6.0,,
7044,3,1,,,0.0,,2.0,,4.0,,5.0,,5.0,8.0,,5.0,,5.0,,5.0,,,5.0,,3.0,,1.0,,8.0,8.0,,8.0,,8.0,,8.0,,7.0,,,6.0,,5.0,,5.0,,5.0,,5.0,7.0,,,7.0,,7.0,,
7045,3,1,,,1.0,,3.0,,4.0,,5.0,,5.0,9.0,,5.0,,6.0,,6.0,,,6.0,,3.0,,1.0,,9.0,9.0,,9.0,,8.0,,8.0,,7.0,,,6.0,,6.0,,5.0,,5.0,,5.0,8.0,,,8.0,,8.0,,
7046,3,1,,,1.0,,3.0,,5.0,,5.0,,6.0,9.0,,6.0,,6.0,,5.0,,,6.0,,3.0,,1.0,,9.0,10.0,,9.0,,8.0,,8.0,,7.0,,,6.0,,6.0,,6.0,,6.0,,6.0,9.0,,,9.0,,9.0,,
7047,3,1,,,1.0,,3.0,,5.0,,5.0,,6.0,9.0,,6.0,,6.0,,6.0,,,6.0,,3.0,,1.0,,9.0,10.0,,8.0,,8.0,,7.0,,6.0,,,5.0,,4.0,,4.0,,4.0,,4.0,9.0,,,9.0,,9.0,,
7048,3,1,,,1.0,,3.0,,4.0,,5.0,,5.0,9.0,,5.0,,5.0,,5.0,,,6.0,,3.0,,2.0,,9.0,10.0,,8.0,,7.0,,6.0,,5.0,,,4.0,,5.0,,5.0,,5.0,,5.0,9.0,,,9.0,,9.0,,
7049,3,1,,,1.0,,3.0,,4.0,,5.0,,5.0,9.0,,5.0,,5.0,,5.0,,,6.0,,3.0,,2.0,,9.0,10.0,,8.0,,7.0,,6.0,,5.0,,,4.0,,5.0,,5.0,,5.0,,5.0,10.0,,,9.0,,9.0,,
7050,3,1,,,1.0,,3.0,,4.0,,4.0,,5.0,5.0,,5.0,,5.0,,5.0,,,3.0,,2.0,,1.0,,6.0,5.0,,3.0,,3.0,,3.0,,3.0,,,2.0,,2.0,,2.0,,2.0,,3.0,6.0,,,6.0,,6.0,,
7051,3,1,,,1.0,,2.0,,2.0,,2.0,,3.0,4.0,,3.0,,3.0,,3.0,,,3.0,,2.0,,1.0,,5.0,4.0,,3.0,,2.0,,2.0,,2.0,,,1.0,,2.0,,3.0,,3.0,,3.0,5.0,,,5.0,,5.0,,
7052,3,1,,,1.0,,1.0,,2.0,,2.0,,3.0,2.0,,3.0,,3.0,,3.0,,,1.0,,1.0,,1.0,,2.0,3.0,,3.0,,2.0,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,2.0,2.0,,,2.0,,3.0,,
7053,3,1,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,-2147483648.0,,,-2147483648.0,,-2147483648.0,,
7054,3,1,,,3.0,,3.0,,4.0,,5.0,,5.0,8.0,,5.0,,5.0,,5.0,,,7.0,,7.0,,5.0,,7.0,5.0,,5.0,,6.0,,8.0,,9.0,,,10.0,,9.0,,9.0,,9.0,,8.0,6.0,,,4.0,,4.0,,
7055,3,1,,,5.0,,5.0,,6.0,,6.0,,6.0,9.0,,6.0,,7.0,,7.0,,,9.0,,8.0,,6.0,,8.0,6.0,,7.0,,7.0,,9.0,,10.0,,,11.0,,10.0,,10.0,,10.0,,9.0,7.0,,,6.0,,6.0,,
7056,3,1,,,5.0,,5.0,,6.0,,6.0,,6.0,10.0,,6.0,,7.0,,7.0,,,9.0,,8.0,,6.0,,8.0,7.0,,8.0,,9.0,,10.0,,10.0,,,9.0,,8.0,,8.0,,8.0,,8.0,8.0,,,6.0,,7.0,,
