point_id,polygon_id,class,di_t+0,di_t+1,di_t+10,di_t+11,di_t+12,di_t+14,di_t+15,di_t+16,di_t+17,di_t+18,di_t+19,di_t+2,di_t+20,di_t+21,di_t+22,di_t+23,di_t+24,di_t+25,di_t+26,di_t+3,di_t+4,di_t+5,di_t+6,di_t+7,di_t+8,di_t+9,di_t-1,di_t-10,di_t-11,di_t-12,di_t-13,di_t-14,di_t-15,di_t-16,di_t-17,di_t-18,di_t-19,di_t-2,di_t-20,di_t-21,di_t-22,di_t-23,di_t-24,di_t-25,di_t-27,di_t-28,di_t-29,di_t-3,di_t-30,di_t-4,di_t-5,di_t-6,di_t-7,di_t-8,di_t-9
3066,23,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,-1.0,,0.0,,,0.0,,0.0,,0.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,0.0,-1.0,,,-1.0,,-1.0,,
3067,23,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,0.0,-1.0,,,0.0,,0.0,,
3068,23,3,,0.0,0.0,,0.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,0.0,-1.0,,,-1.0,,-1.0,,
3069,23,3,,1.0,0.0,,0.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,1.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,
3070,23,3,,-1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,1.0,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,1.0,,1.0,-1.0,,,-1.0,,-1.0,,
3071,23,3,,-1.0,1.0,,2.0,2.0,,2.0,,,1.0,,,1.0,,1.0,,0.0,,0.0,,,1.0,,1.0,,0.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,1.0,,1.0,-1.0,,,-1.0,,-1.0,,
3072,23,3,,0.0,1.0,,2.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,0.0,0.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,0.0,,,0.0,,-1.0,,
3073,23,3,,0.0,1.0,,2.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,0.0,0.0,,,0.0,,-1.0,,
3074,23,3,,-1.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,-1.0,,0.0,,,1.0,,1.0,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,-1.0,,,-1.0,,-1.0,,
3075,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,0.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,1.0,-1.0,,,-1.0,,-1.0,,
3076,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,-1.0,,1.0,,,1.0,,1.0,,0.0,0.0,,0.0,,-1.0,,-2.0,,-2.0,,,-2.0,,,-1.0,,-1.0,0.0,,0.0,0.0,,,0.0,,0.0,,
3077,23,3,,0.0,0.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,1.0,-1.0,,,-1.0,,-1.0,,
3078,23,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,-1.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,1.0,-1.0,,,-1.0,,-1.0,,
3079,23,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,-1.0,,-1.0,,-1.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,-1.0,,-1.0,-1.0,,,-1.0,,-1.0,,
3080,23,3,,0.0,0.0,,0.0,0.0,,0.0,,,-1.0,,,-1.0,,-1.0,,-1.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-2.0,,,-2.0,,-1.0,0.0,,0.0,-1.0,,,0.0,,0.0,,
3081,23,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,-1.0,,0.0,,,0.0,,0.0,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,0.0,-1.0,,,-1.0,,-1.0,,
3082,23,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,1.0,,3.0,-1.0,,,-1.0,,-1.0,,
3083,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,1.0,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,1.0,-1.0,,,-1.0,,-1.0,,
3084,23,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,1.0,,,1.0,,0.0,,0.0,-1.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,1.0,,1.0,-1.0,,,-1.0,,-1.0,,
3085,23,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,-1.0,,0.0,,,0.0,,0.0,,0.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,-1.0,,-1.0,-1.0,,,-1.0,,-1.0,,
3086,23,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,-1.0,,1.0,,,1.0,,1.0,,0.0,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,-1.0,,-1.0,0.0,,,0.0,,0.0,,
3087,23,3,,0.0,0.0,,1.0,1.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,1.0,,,1.0,,1.0,,0.0,-1.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,-1.0,,,-1.0,,-1.0,,
3088,24,2,,2.0,3.0,,2.0,2.0,,2.0,,,2.0,,,2.0,,3.0,,3.0,,3.0,,,4.0,,4.0,,1.0,1.0,,1.0,,1.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,2.0,,,2.0,,1.0,,
3089,24,2,,2.0,3.0,,3.0,3.0,,2.0,,,3.0,,,3.0,,3.0,,3.0,,3.0,,,4.0,,4.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,,0.0,,0.0,0.0,,0.0,2.0,,,2.0,,1.0,,
3090,24,2,,2.0,3.0,,3.0,3.0,,3.0,,,3.0,,,4.0,,6.0,,6.0,,3.0,,,4.0,,4.0,,1.0,1.0,,1.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,1.0,,,1.0,,1.0,,
3091,24,2,,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,,1.0,,2.0,,2.0,,3.0,,,3.0,,3.0,,2.0,1.0,,1.0,,1.0,,1.0,,1.0,,,0.0,,,0.0,,1.0,2.0,,2.0,2.0,,,2.0,,1.0,,
3092,24,2,,3.0,3.0,,3.0,3.0,,3.0,,,3.0,,,3.0,,4.0,,4.0,,4.0,,,4.0,,4.0,,2.0,2.0,,2.0,,2.0,,1.0,,1.0,,,0.0,,,0.0,,0.0,0.0,,0.0,2.0,,,3.0,,2.0,,
3093,24,2,,3.0,3.0,,3.0,3.0,,3.0,,,3.0,,,3.0,,4.0,,4.0,,4.0,,,4.0,,4.0,,2.0,2.0,,2.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,2.0,,,3.0,,2.0,,
3094,24,2,,-2147483648.0,-2147483648.0,,-2147483648.0,-2147483648.0,,-2147483648.0,,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,,-2147483648.0,,-2147483648.0,-2147483648.0,,-2147483648.0,-2147483648.0,,,-2147483648.0,,-2147483648.0,,
3095,24,2,,-2147483648.0,-2147483648.0,,-2147483648.0,-2147483648.0,,-2147483648.0,,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,,-2147483648.0,,-2147483648.0,-2147483648.0,,-2147483648.0,-2147483648.0,,,-2147483648.0,,-2147483648.0,,
3096,24,2,,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,,2.0,,2.0,,3.0,,2.0,,,3.0,,3.0,,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,2.0,,,2.0,,1.0,,
3097,24,2,,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,,1.0,,2.0,,2.0,,2.0,,,3.0,,3.0,,2.0,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,2.0,,3.0,2.0,,,2.0,,1.0,,
3098,24,2,,2.0,3.0,,3.0,3.0,,3.0,,,3.0,,,3.0,,3.0,,4.0,,3.0,,,4.0,,4.0,,2.0,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,,0.0,,0.0,0.0,,0.0,2.0,,,2.0,,1.0,,
3099,24,2,,3.0,3.0,,3.0,3.0,,2.0,,,2.0,,,3.0,,3.0,,3.0,,3.0,,,4.0,,4.0,,2.0,2.0,,2.0,,1.0,,1.0,,1.0,,,0.0,,,0.0,,0.0,0.0,,0.0,2.0,,,3.0,,2.0,,
3100,24,2,,-2147483648.0,-2147483648.0,,-2147483648.0,-2147483648.0,,-2147483648.0,,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,,-2147483648.0,,-2147483648.0,-2147483648.0,,-2147483648.0,-2147483648.0,,,-2147483648.0,,-2147483648.0,,
3101,24,2,,2.0,3.0,,2.0,2.0,,2.0,,,2.0,,,2.0,,2.0,,3.0,,3.0,,,3.0,,3.0,,2.0,1.0,,1.0,,1.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,2.0,,,2.0,,1.0,,
3102,24,2,,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,,2.0,,2.0,,3.0,,2.0,,,3.0,,3.0,,2.0,1.0,,0.0,,1.0,,1.0,,0.0,,,0.0,,,1.0,,1.0,1.0,,0.0,2.0,,,2.0,,1.0,,
3103,24,2,,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,,3.0,,3.0,,3.0,,2.0,,,3.0,,3.0,,2.0,1.0,,1.0,,1.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,2.0,,,2.0,,1.0,,
3104,24,2,,2.0,2.0,,2.0,2.0,,1.0,,,2.0,,,2.0,,2.0,,2.0,,2.0,,,2.0,,2.0,,2.0,1.0,,0.0,,0.0,,0.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,0.0,2.0,,,2.0,,1.0,,
3105,1,1,,6.0,5.0,,5.0,4.0,,,4.0,,3.0,,,3.0,,2.0,,2.0,,,5.0,,4.0,,4.0,,6.0,,,2.0,,-2147483648.0,,2.0,,2.0,,,1.0,,-2147483648.0,,,1.0,1.0,,0.0,4.0,,,3.0,,2.0,,2.0
3106,1,1,,8.0,6.0,,6.0,6.0,,,6.0,,5.0,,,5.0,,4.0,,4.0,,,7.0,,6.0,,6.0,,7.0,,,1.0,,-2147483648.0,,1.0,,1.0,,,1.0,,-2147483648.0,,,1.0,2.0,,2.0,5.0,,,3.0,,2.0,,2.0
3107,1,1,,7.0,5.0,,6.0,5.0,,,5.0,,4.0,,,4.0,,3.0,,3.0,,,6.0,,5.0,,5.0,,6.0,,,1.0,,-2147483648.0,,1.0,,1.0,,,1.0,,-2147483648.0,,,1.0,1.0,,1.0,4.0,,,2.0,,2.0,,1.0
3108,1,1,,6.0,5.0,,5.0,4.0,,,4.0,,3.0,,,3.0,,2.0,,2.0,,,4.0,,4.0,,4.0,,7.0,,,2.0,,-2147483648.0,,1.0,,1.0,,,1.0,,-2147483648.0,,,1.0,1.0,,1.0,6.0,,,4.0,,3.0,,2.0
3109,1,1,,5.0,5.0,,5.0,4.0,,,3.0,,2.0,,,2.0,,1.0,,1.0,,,4.0,,4.0,,5.0,,7.0,,,1.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,-1.0,-1.0,,0.0,5.0,,,3.0,,2.0,,1.0
3110,1,1,,7.0,7.0,,7.0,6.0,,,6.0,,5.0,,,5.0,,4.0,,4.0,,,6.0,,6.0,,6.0,,9.0,,,1.0,,-2147483648.0,,2.0,,2.0,,,2.0,,-2147483648.0,,,2.0,2.0,,2.0,6.0,,,4.0,,2.0,,2.0
3111,1,1,,7.0,5.0,,6.0,5.0,,,5.0,,4.0,,,4.0,,3.0,,3.0,,,5.0,,5.0,,5.0,,8.0,,,1.0,,-2147483648.0,,2.0,,2.0,,,2.0,,-2147483648.0,,,2.0,2.0,,2.0,6.0,,,4.0,,2.0,,2.0
3112,1,1,,5.0,3.0,,4.0,3.0,,,3.0,,3.0,,,3.0,,3.0,,3.0,,,3.0,,2.0,,3.0,,7.0,,,1.0,,-2147483648.0,,1.0,,1.0,,,1.0,,-2147483648.0,,,1.0,1.0,,2.0,5.0,,,3.0,,2.0,,2.0
3113,1,1,,5.0,6.0,,5.0,5.0,,,4.0,,3.0,,,2.0,,2.0,,1.0,,,5.0,,5.0,,6.0,,4.0,,,1.0,,-2147483648.0,,1.0,,0.0,,,0.0,,-2147483648.0,,,0.0,0.0,,0.0,3.0,,,2.0,,2.0,,2.0
3114,1,1,,4.0,5.0,,5.0,4.0,,,4.0,,2.0,,,2.0,,1.0,,0.0,,,5.0,,5.0,,5.0,,4.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,-1.0,,-2147483648.0,,,-1.0,-1.0,,-1.0,3.0,,,2.0,,1.0,,1.0
3115,1,1,,6.0,7.0,,7.0,6.0,,,6.0,,4.0,,,4.0,,3.0,,3.0,,,6.0,,6.0,,7.0,,5.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,0.0,0.0,,0.0,4.0,,,2.0,,1.0,,1.0
3116,1,1,,6.0,6.0,,7.0,6.0,,,6.0,,4.0,,,4.0,,3.0,,3.0,,,6.0,,6.0,,7.0,,5.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,0.0,0.0,,0.0,4.0,,,2.0,,1.0,,1.0
3117,1,1,,6.0,6.0,,6.0,5.0,,,5.0,,3.0,,,3.0,,2.0,,2.0,,,5.0,,5.0,,6.0,,5.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,0.0,0.0,,0.0,4.0,,,2.0,,1.0,,1.0
3118,1,1,,6.0,6.0,,6.0,5.0,,,5.0,,4.0,,,4.0,,3.0,,3.0,,,5.0,,5.0,,6.0,,6.0,,,1.0,,-2147483648.0,,1.0,,1.0,,,1.0,,-2147483648.0,,,0.0,0.0,,1.0,4.0,,,3.0,,1.0,,1.0
3119,1,1,,8.0,7.0,,8.0,7.0,,,6.0,,5.0,,,5.0,,4.0,,4.0,,,7.0,,7.0,,7.0,,9.0,,,1.0,,-2147483648.0,,1.0,,1.0,,,1.0,,-2147483648.0,,,1.0,1.0,,1.0,6.0,,,4.0,,2.0,,1.0
3120,1,1,,8.0,7.0,,8.0,7.0,,,6.0,,5.0,,,5.0,,4.0,,4.0,,,7.0,,7.0,,7.0,,9.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,0.0,0.0,,0.0,7.0,,,4.0,,1.0,,1.0
3121,1,1,,9.0,8.0,,9.0,8.0,,,8.0,,6.0,,,6.0,,5.0,,5.0,,,8.0,,8.0,,8.0,,10.0,,,0.0,,-2147483648.0,,1.0,,1.0,,,0.0,,-2147483648.0,,,0.0,1.0,,1.0,7.0,,,5.0,,2.0,,1.0
3122,1,1,,8.0,7.0,,8.0,7.0,,,7.0,,5.0,,,5.0,,5.0,,4.0,,,7.0,,7.0,,7.0,,9.0,,,1.0,,-2147483648.0,,1.0,,1.0,,,1.0,,-2147483648.0,,,1.0,1.0,,1.0,7.0,,,5.0,,2.0,,1.0
3123,1,1,,6.0,5.0,,6.0,6.0,,,5.0,,5.0,,,5.0,,4.0,,4.0,,,5.0,,4.0,,5.0,,8.0,,,2.0,,-2147483648.0,,1.0,,1.0,,,1.0,,-2147483648.0,,,1.0,1.0,,1.0,6.0,,,5.0,,3.0,,3.0
3124,1,1,,6.0,5.0,,6.0,6.0,,,5.0,,5.0,,,5.0,,4.0,,4.0,,,5.0,,5.0,,5.0,,7.0,,,2.0,,-2147483648.0,,1.0,,1.0,,,1.0,,-2147483648.0,,,1.0,1.0,,1.0,6.0,,,4.0,,3.0,,3.0
3125,1,1,,-2147483648.0,-2147483648.0,,-2147483648.0,-2147483648.0,,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,,-2147483648.0,-2147483648.0,,-2147483648.0,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0
3126,1,1,,-2147483648.0,-2147483648.0,,-2147483648.0,-2147483648.0,,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,,-2147483648.0,-2147483648.0,,-2147483648.0,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0
3127,1,1,,5.0,5.0,,5.0,4.0,,,4.0,,3.0,,,3.0,,2.0,,2.0,,,5.0,,5.0,,5.0,,5.0,,,1.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,0.0,0.0,,0.0,4.0,,,3.0,,2.0,,2.0
3128,1,1,,4.0,5.0,,5.0,4.0,,,4.0,,3.0,,,3.0,,2.0,,2.0,,,4.0,,5.0,,5.0,,6.0,,,1.0,,-2147483648.0,,0.0,,0.0,,,-1.0,,-2147483648.0,,,-1.0,-1.0,,0.0,5.0,,,4.0,,1.0,,1.0
3129,1,1,,7.0,7.0,,7.0,6.0,,,6.0,,5.0,,,5.0,,4.0,,4.0,,,7.0,,7.0,,7.0,,7.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,0.0,0.0,,1.0,5.0,,,4.0,,1.0,,1.0
3130,1,1,,7.0,7.0,,7.0,6.0,,,5.0,,5.0,,,5.0,,4.0,,4.0,,,6.0,,7.0,,7.0,,7.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,0.0,0.0,,1.0,5.0,,,3.0,,1.0,,1.0
3131,1,1,,6.0,6.0,,7.0,5.0,,,5.0,,4.0,,,4.0,,3.0,,3.0,,,6.0,,6.0,,7.0,,7.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,-1.0,,-2147483648.0,,,-1.0,0.0,,0.0,5.0,,,3.0,,1.0,,1.0
3132,1,1,,7.0,6.0,,6.0,5.0,,,5.0,,4.0,,,4.0,,4.0,,3.0,,,7.0,,7.0,,6.0,,6.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,0.0,0.0,,0.0,4.0,,,3.0,,1.0,,1.0
3133,1,1,,8.0,7.0,,8.0,7.0,,,6.0,,5.0,,,5.0,,4.0,,4.0,,,8.0,,7.0,,7.0,,8.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,0.0,0.0,,0.0,6.0,,,4.0,,1.0,,1.0
3134,1,1,,9.0,8.0,,8.0,7.0,,,6.0,,5.0,,,5.0,,4.0,,4.0,,,8.0,,8.0,,8.0,,9.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,-1.0,0.0,,0.0,7.0,,,4.0,,2.0,,0.0
3135,1,1,,9.0,8.0,,8.0,8.0,,,7.0,,6.0,,,6.0,,5.0,,5.0,,,8.0,,7.0,,7.0,,9.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,0.0,0.0,,0.0,7.0,,,4.0,,2.0,,1.0
3136,1,1,,9.0,7.0,,8.0,7.0,,,7.0,,6.0,,,6.0,,5.0,,5.0,,,8.0,,7.0,,7.0,,9.0,,,1.0,,-2147483648.0,,1.0,,1.0,,,1.0,,-2147483648.0,,,1.0,1.0,,1.0,7.0,,,5.0,,3.0,,2.0
3137,1,1,,7.0,5.0,,6.0,6.0,,,6.0,,5.0,,,5.0,,5.0,,5.0,,,6.0,,5.0,,5.0,,8.0,,,2.0,,-2147483648.0,,2.0,,1.0,,,1.0,,-2147483648.0,,,1.0,1.0,,1.0,7.0,,,5.0,,4.0,,3.0
3138,1,1,,7.0,6.0,,6.0,6.0,,,6.0,,5.0,,,5.0,,5.0,,5.0,,,6.0,,5.0,,5.0,,8.0,,,2.0,,-2147483648.0,,1.0,,1.0,,,0.0,,-2147483648.0,,,0.0,0.0,,1.0,6.0,,,5.0,,4.0,,3.0
3139,1,1,,-2147483648.0,-2147483648.0,,-2147483648.0,-2147483648.0,,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,,-2147483648.0,-2147483648.0,,-2147483648.0,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0
3140,1,1,,-2147483648.0,-2147483648.0,,-2147483648.0,-2147483648.0,,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,,-2147483648.0,-2147483648.0,,-2147483648.0,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0
3141,1,1,,-2147483648.0,-2147483648.0,,-2147483648.0,-2147483648.0,,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0,,-2147483648.0,,,-2147483648.0,,-2147483648.0,,,-2147483648.0,-2147483648.0,,-2147483648.0,-2147483648.0,,,-2147483648.0,,-2147483648.0,,-2147483648.0
3142,1,1,,4.0,3.0,,4.0,3.0,,,3.0,,2.0,,,2.0,,2.0,,2.0,,,3.0,,3.0,,3.0,,5.0,,,1.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,0.0,0.0,,0.0,4.0,,,4.0,,3.0,,2.0
3143,1,1,,6.0,5.0,,5.0,4.0,,,4.0,,3.0,,,3.0,,2.0,,2.0,,,6.0,,6.0,,6.0,,5.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,-1.0,,-2147483648.0,,,-1.0,-1.0,,0.0,4.0,,,3.0,,1.0,,1.0
3144,1,1,,6.0,6.0,,5.0,4.0,,,4.0,,3.0,,,3.0,,2.0,,2.0,,,5.0,,5.0,,6.0,,7.0,,,0.0,,-2147483648.0,,0.0,,-1.0,,,-1.0,,-2147483648.0,,,-1.0,-1.0,,0.0,6.0,,,4.0,,1.0,,1.0
3145,1,1,,7.0,7.0,,8.0,7.0,,,6.0,,5.0,,,5.0,,4.0,,3.0,,,7.0,,7.0,,7.0,,7.0,,,0.0,,-2147483648.0,,-1.0,,-1.0,,,-1.0,,-2147483648.0,,,-1.0,-1.0,,0.0,5.0,,,4.0,,1.0,,1.0
3146,1,1,,7.0,7.0,,8.0,6.0,,,6.0,,5.0,,,4.0,,4.0,,3.0,,,6.0,,7.0,,7.0,,7.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,-1.0,,-2147483648.0,,,-1.0,-1.0,,0.0,5.0,,,4.0,,1.0,,1.0
3147,1,1,,7.0,7.0,,8.0,7.0,,,6.0,,5.0,,,5.0,,4.0,,4.0,,,6.0,,7.0,,7.0,,7.0,,,1.0,,-2147483648.0,,1.0,,1.0,,,1.0,,-2147483648.0,,,0.0,1.0,,1.0,5.0,,,4.0,,2.0,,2.0
3148,1,1,,7.0,8.0,,9.0,7.0,,,6.0,,5.0,,,5.0,,4.0,,4.0,,,7.0,,8.0,,8.0,,7.0,,,1.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,-1.0,0.0,,0.0,5.0,,,4.0,,2.0,,2.0
3149,1,1,,9.0,9.0,,9.0,8.0,,,7.0,,6.0,,,6.0,,5.0,,5.0,,,9.0,,9.0,,9.0,,10.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,0.0,0.0,,0.0,7.0,,,5.0,,1.0,,0.0
3150,1,1,,9.0,9.0,,9.0,8.0,,,7.0,,6.0,,,6.0,,5.0,,5.0,,,8.0,,9.0,,9.0,,10.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,0.0,0.0,,0.0,7.0,,,5.0,,1.0,,0.0
3151,1,1,,9.0,8.0,,9.0,8.0,,,8.0,,6.0,,,6.0,,6.0,,6.0,,,8.0,,8.0,,8.0,,10.0,,,0.0,,-2147483648.0,,0.0,,0.0,,,0.0,,-2147483648.0,,,-1.0,0.0,,0.0,8.0,,,5.0,,2.0,,0.0
3152,1,1,,9.0,8.0,,9.0,8.0,,,8.0,,6.0,,,6.0,,6.0,,6.0,,,8.0,,8.0,,8.0,,10.0,,,1.0,,-2147483648.0,,1.0,,1.0,,,1.0,,-2147483648.0,,,0.0,1.0,,1.0,8.0,,,6.0,,2.0,,1.0
